Round,Total Quantity,Price,Firm 1 Quantity,Firm 2 Quantity,Firm 3 Quantity,Firm 4 Quantity,Firm 5 Quantity,Firm 1 Profit,Firm 2 Profit,Firm 3 Profit,Firm 4 Profit,Firm 5 Profit
78.0,14.69779720133359,45.85307522159013,47.9251397432606,23.900705025717038,11.050822679592656,143.427539871494,213.14492025701202,2985.782840418646,9314.8193094287,9735.748691450832,4855.3068165356535,2244.91849202023
79.0,1.166383243681405,44.40255078128836,36.5529731905642,23.865088295388688,43.53012884947498,149.51712436039764,200.9657512792047,222.7392524090952,8479.36646866177,6980.365986824721,4557.414515673456,8312.763759020572
80.0,3.3442816485825624,19.40603095862391,35.806392657497746,15.835937433420868,41.091366317564656,115.48400901568974,269.0319819686205,866.2759036936269,5026.78266135676,9275.000857218301,4102.014259710077,10643.978059037388
81.0,20.91213681420067,43.196270968594156,42.79245208616061,49.1291046602008,5.093725414120254,161.1236899432765,177.752620113447,3508.065742753035,7246.287634112095,7178.545958532583,8241.536030576444,854.4857843571255
82.0,36.39817086701067,7.601437890815661,5.5213480620832,33.56283886572613,45.79572663579341,128.87952232142908,242.24095535714184,8453.145975407046,1765.3651978510063,1282.283148797506,7794.665762674047,10635.643305171168
83.0,27.89987800355087,10.695270304797669,39.78985347377814,19.971377604663967,40.30386970136091,138.66024908815155,222.6795018236969,5933.732154737119,2274.664760294147,8462.486214441029,4247.50263969287,8571.80692965263
84.0,39.69667270078069,20.868999430153583,49.781369860449445,28.10170514276721,6.7012276334927225,145.14997476764364,209.70005046471272,7927.4275416270875,4167.540239349732,9941.342073334283,5611.911935155088,1338.235496584024
85.0,39.30301176395697,2.1290100385045463,40.97805352213707,17.27239722601777,16.440378440083897,116.12285099070024,267.7542980185995,10130.520207235486,548.7614879492909,10562.269419767039,4452.034622090616,4237.578203983943
86.0,5.535671236981832,38.51116449621508,16.724593689111444,5.925264143223644,21.69183054351864,88.38852410905065,323.2229517818987,1733.899284941604,12062.580620062745,5238.526602656401,1855.9287250279526,6794.379192393657
87.0,7.7003733133070655,4.1939435583021565,23.136532523383675,9.549399218579383,44.72989858913777,89.31014720271006,321.3797055945799,2397.739975265914,1305.9089104644102,7204.246685610631,2973.4891172863595,13927.982653961133
88.0,1.8919848460502555,43.82224857100725,9.896335875471536,39.67627359640439,1.4090163020575828,96.69585919099102,306.60828161801794,561.1783740342966,12998.041845284104,2935.3351783383555,11768.311332435844,417.92590412507377
89.0,39.147804522739314,45.80808307761577,1.8807149666977478,36.37702730176303,42.28496257633,165.49859244514587,169.00281510970825,6224.6111244801195,7283.614164120295,299.03897412390313,5784.049746303036,6723.428086445132
90.0,7.719597857801998,49.77781090311112,40.33421521717075,9.68927046045083,9.03599705055083,116.55689148908553,266.88621702182894,1983.0582906205696,12787.233534528166,10361.30396368328,2489.0400342865682,2321.2230993364064
91.0,21.360061212356346,39.56473719693987,4.860496684533572,37.077472688282434,21.928436571699443,124.79120435381168,250.41759129237664,5135.334466532436,9512.058817004183,1168.5489053801443,8914.076674925744,5271.981901375641
92.0,46.28761187605713,12.863446774514887,7.909603628327935,40.88109419602087,6.367309285945509,114.30906576086632,271.3818684782674,12098.742479560653,3362.2717529934434,2067.426975294839,10685.576786391988,1664.2991983394597
93.0,34.37489589117946,22.34656259170204,15.289498465940351,18.43747655442233,26.561645301701876,117.01007880494606,265.9798423901079,8799.280432400486,5720.269570184569,3913.803407535207,4719.622342472338,6799.245777951595
94.0,4.640496620807985,2.1206294793374614,17.178953767960817,3.2813300059125505,2.462474563887154,29.683884437905967,440.6322311241881,1998.347413342798,913.2114040748163,7397.811189476244,1413.0464615008668,1060.4209155332874
95.0,7.439574418848433,37.40586391168561,15.742338141590277,35.50622453706826,32.25957461644717,128.35357562563973,243.29284874872053,1735.599509651258,8726.520551864094,3672.5749110172346,8283.348270564376,7525.928061692873
96.0,43.91923823482664,34.68980220340097,26.77436000837698,18.33929705402605,5.376856464692586,129.09955396532325,241.8008920693535,10180.518601839274,8041.12709645777,6206.3205345278075,4251.065417048105,1246.3601250446118
97.0,44.39594222232283,35.1489847746986,34.99543243873512,32.12322114006676,8.84831094201057,155.51189151783387,188.97621696433225,7945.81778751841,6290.8323251124675,6263.350108915688,5749.292596357814,1583.637218925159
98.0,30.872891922872515,26.697392901604577,14.861134203206337,19.952046744317816,34.7520857953633,127.13555156736454,245.7288968652709,7277.63275601947,6293.346977873961,3503.1987718885766,4703.273969242358,8192.07084830824
99.0,39.94816668333671,13.24150374533977,30.570576401758355,19.06709981896315,27.894694993494333,130.72204164289232,238.55591671421536,9130.389857362297,3026.424027190847,6987.08611398584,4357.898478204572,6375.497585701531
100.0,46.48687790551857,5.151426963118439,16.247707087521036,3.085291958058231,2.1204519234363963,73.09175583765267,353.81648832469466,15982.955114654233,1771.1455283205282,5586.229594159735,1060.7742464760022,729.0463339772461
